ID,updated_at,Vendor,Title,Type,Variant Price,Variant Compare Price,Variant Barcode,custom.mini_description,custom.moyenne_description,custom.utilisation,custom.taille,custom.ingredients,custom.routine,custom.info_bestseller,custom.info_cruelty_free,custom.info_vegan,custom.info_clean_beauty,custom.tout_type,custom.peau_grasse,custom.peau_mature,custom.peau_seche,custom.peau_sensible,custom.peau_acneique,custom.periode_mois,custom.texte_recyclage,Product ID,Variant ID
9732486725973.0,2025-07-02T14:27:35+02:00,SOME BY MI,AHA.BHA.PHA 30 Days Miracle Toner,P,24.9,,8809326333661,"Toner Miracle AHA.BHA.PHA 30 Jours






","Idéale pour les peaux sensibles et à tendance acnéiques, ce tonique contient de l’AHA pour éliminer les cellules mortes de la peau, du BHA pour éliminer l’excès de sébum, du PHA pour prévenir la perte d’hydratation, et de l’arbre à thé pour combattre l’acné.","Usage quotidien : Après le nettoyage, appliquez le produit sur l’ensemble de votre visage à l’aide d’un coton. Tapotez délicatement pour une meilleure absorption.
Élimination des cellules mortes de la peau : Appliquez une quantité appropriée de produit sur les zones à problèmes à l’aide d’une compresse/coton. Laissez poser pendant 1 à 3 minutes, puis essuyez délicatement.",150 ml,"Eau, butylène glycol, dipropylène glycol, glycérine, niacinamide, extrait de feuille de Melaleuca Alternifolia (arbre à thé) (10 000 ppm), polyglycéryl-4 caprate, extrait de fruit de Carica Papaya (papaye), extrait de graines de Lens Esculenta (lentille), Hamamelis Virginiana (hamamélis). ) Extrait, extrait de fleur de Nelumbo Nucifera (Lotus sacré), extrait de Swiftlet Nest, hyaluronate de sodium, fructane, allantoïne, adénosine, hydroxyéthylurée, xylitol, acide salicylique (100 ppm), acide lactobionique (100 ppm), acide citrique (500 ppm), citrate de sodium. , 1,2-hexanediol, benzylglycol, éthylhexylglycérine, cétone de framboise, huile de Mentha Piperita (menthe poivrée).",9,,,,,True,,,,True,True,,,,
9732487020885.0,2025-07-02T15:05:33+02:00,TIRTIR,Mask Fit Red Cushion - 34N Pecan,M,29.9,,8809928135885,Fond de teint coussin combinant maquillage et soin de la peau,"Le TIRTIR Mask Fit Red Cushion est donc une excellente option pour celles qui recherchent un fond de teint qui allie maquillage impeccable et soins nourrissants, tout en offrant un fini naturel et lumineux.","Tapotez légèrement l’éponge dans le cushion pour prélever une petite quantité de produit.
Appliquez en tapotant sur votre visage, en commençant par le centre et en étendant vers l’extérieur.
Superposez les couches si vous avez besoin de plus de couvrance ou de camoufler certaines imperfections.",,"Water, Cyclopentasiloxane, Titanium Dioxide (CI 77891), Dimethicone, Iron Oxides (CI 77492), Trimethylsiloxysilicate, Propanediol, Isododecane, Diphenylsiloxy Phenyl Trimethicone, Niacinamide, PEG-10 Dimethicone, Synthetic Fluorphlogopite, Octyldodecanol, Iron Oxides (CI 77491), PEG/PPG-18/18 Dimethicone, 1,2-Hexanediol, Magnesium Sulfate, Iron Oxides (CI 77499), Triethoxycaprylylsilane, Polyglyceryl-4 Isostearate, Stearic Acid, Alumina, Aluminum Hydroxide, Potassium Sorbate, Isopropyl Titanium Triisostearate, Disteardimonium Hectorite, Fragrance(Parfum), Adenosine, Trisodium Ethylenediamine Disuccinate, Polymethyl Methacrylate, Haematococcus Pluvialis Oil, Butylene Glycol, Glycerin, Dipropylene Glycol, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Sodium Palmitoyl Proline, Cetearyl Dimethicone/Vinyl Dimethicone Crosspolymer, Polyhydroxystearic Acid, Hibiscus Sabdariffa Flower Extract, Astaxanthin, Neopentyl Glycol Diethylhexanoate, Rosa Rugosa Flower Extract, Pancratium Maritimum Extract, Nymphaea Alba Flower Extract, Propolis Extract",,,,,,True,,,,,,,,,
9732399366485.0,2025-07-02T15:15:40+02:00,ETUDE,Air Mask - Green Tea,P,2.9,,8809820699256,Masque tissu à l'extrait de thé vert pour visage,"Ce soin cosmétique cible les imperfections cutanées et notamment les peaux irritées, problématiques ou sujettes à l'acné. Sa fonction principale est d'apaiser et de calmer les éruptions de l’épiderme et de lui apporter un effet anti-inflammatoire.","Retirez le masque de son emballage et placez-le sur le visage de manière à ce que les fentes soient aux bons endroits. Utilisez vos doigts pour lisser les plis et appuyez fermement le masque sur la peau. Après 10 à 20 minutes, retirez-le et massez le liquide restant du bout des doigts jusqu'à ce qu'il soit complètement absorbé.",20 ml,"Water,Glycereth-26,Dipropylene Glycol,Propanediol,Alcohol,Hydroxyethyl Urea,Butylene Glycol,Glycerin,1,2-Hexanediol,Camellia Sinensis Leaf Extract,Sodium Carbomer,Allantoin,Hydroxyethylcellulose,Glycyrrhiza Glabra (Licorice) Root Extract,Coptis Japonica Root Extract,Zingiber Officinale (Ginger) Root Extract,Dehydroacetic Acid,Sodium Hyaluronate,Disodium Edta,Dipotassium Glycyrrhizate,Polyglyceryl-10 Laurate,Polyglyceryl-10 Myristate,Caprylic/Capric Triglyceride,Boswellia Serrata Gum,Beta-Glucan,Hydrogenated Lecithin,Lavandula Angustifolia (Lavender) Oil,Eucalyptus Globulus Leaf Oil,Citrus Nobilis (Mandarin Orange) Oil,Citrus Limon (Lemon) Fruit Extract,Pinus Palustris Oil,Phytosteryl/Octyldodecyl Lauroyl Glutamate,Ceramide Np.",5,,,True,,True,,,True,,True,,,,
9717379367253.0,2025-07-02T16:33:52+02:00,ETUDE,Dear Darling Water Tint #04 Red Grapefruit,M,6.9,,8809820694282,Encre à lèvres,"L'Encre à Lèvres Dear Darling Water Tint d'Etude House est un choix idéal pour celles et ceux qui recherchent une teinte vive, durable et hydratante pour les lèvres, avec une application facile et un fini naturel.","Appliquez l'encre à lèvres sur le centre des lèvres à l’aide de l’applicateur.
Estompez avec le doigt ou un pinceau pour une finition plus diffuse ou un effet ombré.
Pour un look plus intense, appliquez une deuxième couche et laissez sécher.",,"Butylene Glycol, Trehalose, Pentylene Glycol, Glyceryl Caprylate, Blue 1 (CI 42090), Water, Yellow 5 (CI 19140), Acid Orange 7, Fragrance / Parfum, Green 5 (CI 61570), [Red Grapefruit Ade]: Water / Aqua / Eau, Blue 1 (Ci 42090), PEG-60 Hydrogenated Castor Oil, Glycerin, Red 33 (CI 17200), Citrus Grandis (Grapefruit) Peel Extract, Red 33 (Ci 17200), Propanediol, Fragrance, [Grape Ade]: Water / Aqua / Eau, Water / Aqua / EAU, Peg-60 Hydrogenated Castor Oil, Yellow 6 (Ci 15985), Punica Granatum Extract, Yellow 6 (CI 15985), Sapindus Trifoliatus Fruit Extract, Red 27 (Ci 45410), Punica Granatum Fruit Juice, Dehydroacetic Acid, 1,2-Hexanediol, Red 28 (CI 45410), Fast Acid Magenta, Brilliant Blue FCF, Rubus Idaeus (Raspberry) Juice, Vitis Vinifera (Grape) Juice, Tromethamine",,,,,,True,,,,,,,,,
9792983269717.0,2025-07-02T16:33:53+02:00,ESFOLIO,Facial Cream Cica Centella,P,9.9,,8809589393297,Crème apaisante visage peaux sensibles,La crème hydratante pour le visage qui favorise les fonctions naturelles de la peau en aidant à maintenir son hydratation et son équilibre afin de contribuer à un aspect général plus sain.,Appliquez sur la peau préalablement nettoyée et massez en faisant des mouvements circulaires. Évitez la zone des yeux. Utilisez matin et/ou soir.,50 gr,"WATER (AQUA), GLYCERIN, CAPRYLIC/CAPRIC TRIGLYCERIDE, BUTYLENE GLYCOL, CETYL ALCOHOL, PENTAERYTHRITYL TETRAETHYLHEXANOATE, NIACINAMIDE, GLYCERYL STEARATE, SQUALANE, BEESWAX, BETAINE, TREHALOSE, CENTELLA ASIATICA EXTRACT (1,000PPM), MELALEUCA ALTERNIFOLIA (TEA TREE) EXTRACT, HAMAMELIS VIRGINIANA (WITCH HAZEL) LEAF EXTRACT, CUCUMIS SATIVUS (CUCUMBER) FRUIT EXTRACT, CAMELLIA SINENSIS LEAF EXTRACT, CHAMOMILLA RECUTITA (MATRICARIA) FLOWER EXTRACT, MADECASSOSIDE, MADECASSIC ACID, ASIATICOSIDE, ASIATIC ACID, STEARYL ALCOHOL, CYCLOPENTASILOXANE, PEG-100 STEARATE, DIMETHICONE, POLYSORBATE 60, CYCLOHEXASILOXANE, MYRISTYL ALCOHOL, CARBOMER, ARGININE, TOCOPHERYL ACETATE, AMMONIUM ACRYLOYLDIMETHYLTAURATE/VP COPOLYMER, LAURYL ALCOHOL, ADENOSINE, DISODIUM EDTA, CHLORPHENESIN, ETHYLHEXYLGLYCERIN, 1,2-HEXANEDIOL, FRAGRANCE(PARFUM), HYDROXYCITRONELLAL, HEXYL CINNAMAL, LINALOOL.",9,,,,,True,,,True,True,,,,,
9814024257877.0,2025-07-02T16:33:53+02:00,ETUDE,Dear Darling Water Tint #07 Prune Ade,M,6.9,,8809820700372,Encre à lèvres,"L'Encre à Lèvres Dear Darling Water Tint d'Etude House est un choix idéal pour celles et ceux qui recherchent une teinte vive, durable et hydratante pour les lèvres, avec une application facile et un fini naturel.","Appliquez l'encre à lèvres sur le centre des lèvres à l’aide de l’applicateur. Estompez avec le doigt ou un pinceau pour une finition plus diffuse ou un effet ombré. Pour un look plus intense, appliquez une deuxième couche et laissez sécher.",,"Water / Aqua / EAU, Butylene Glycol, Trehalose, Pentylene Glycol, 1,2-Hexanediol, Peg-60 Hydrogenated Castor Oil, Red 33 (Ci 17200), Glyceryl Caprylate, Fragrance / Parfum, Green 5 (CI 61570), Yellow 5 (CI 19140), Blue 1 (CI 42090), Glycerin, Propanediol, Punica Granatum Fruit Juice, Rubus Idaeus (Raspberry) Juice, Vitis Vinifera (Grape) Juice",,,,,,True,,,,,,,,,
9717167620437.0,2025-07-02T16:33:54+02:00,UNLEASHIA,Get Loose Glitter Gel - NO.1 Aurora Catcher,M,12.9,,8809647770336,Gel pailleté,"Laissez-vous emporter par l’explosion de couleurs et l’éclat holographique de ces gels pailletés UNLEASHIA Get Loose, pour une expérience de maquillage lumineuse, amusante et pleine de brillance !","Pour les yeux : Appliquez sur vos paupières ou dans le coin interne de l'œil pour un regard lumineux.
Pour le corps : Utilisez-les sur vos bras, épaules ou décolleté pour un effet scintillant qui capte la lumière.
Superposition créative : Superposez différentes teintes pour créer un look unique et audacieux.",,"Get Loose Glitter Gel N°2 Starlit Chaser:

Water, Polybutylene Terephthalate, Diglycerin, Acrylates Copolymer, Ethylene/VA Copolymer, Glycerin, Acrylates/C10-30 alkyl Acrylate Crosspolymer, 1,2-Hexanediol, Tromethamine, Ethylhexylglycerin, Polyglycerin-3, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Fragrance, Disodium EDTA, Limonene, Polysorbate 60, Sorbitan Isostearate, Citral, Geraniol, Linalool Get Loose Glitter Gel

Get Loose Glitter Gel N°3 Gold Obsessor:

Water, Polybutylene Terephthalate, Diglycerin, Acrylates Copolymer, Ethylene/VA Copolymer, Glycerin, Acrylates/C10-30 alkyl Acrylate Crosspolymer, Calcium Aluminum Borosilicate, 1,2-Hexanediol, Tromethamine, Ethylhexylglycerin, Polyglycerin-3, Titanium Dioxide (CI 77891), Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Silica, Fragrance, Disodium EDTA, Limonene, Tin Oxide, Sorbitan Isostearate, Polysorbate 60, Citral, Geraniol, Linalool

Get Loose Glitter Gel N°4 Love Dreamer:

Water, Polybutylene Terephthalate, Diglycerin, Acrylates Copolymer, Ethylene/VA Copolymer, Glycerin, Calcium Titanium Borosilicate, Acrylates/C10-30 alkyl Acrylate Crosspolymer, Titanium Dioxide (CI 77891), 1,2-Hexanediol, Tromethamine, Ethylhexylglycerin, Calcium Aluminum Borosilicate, Synthetic Fluorphlogopite, Polyglycerin-3, Iron Oxides (CI 77491), Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Fragrance, Disodium EDTA, Silica, Tin Oxide, Limonene, Sorbitan Isostearate, Polysorbate 60, Citral, Geraniol, Linalool",,,True,True,,True,,,,,,,,,
9738539270485.0,2025-07-02T16:33:54+02:00,ROMAND,Glasting Water Gloss - 01 Sanho Crush,M,11.9,,8809625241636,Gloss à lèvre,Apporte un effet repulpant en formant un film hydratant transparent sur les lèvres pour un effet volumisateur.,Appliquer une quantité modérée de l’intérieur vers l’extérieur des lèvres.,,"Hydrogenated Polyisobutene, Diisostearyl Malate, Octyldodecanol, Caprylic/Capric Triglycerides, Ethylhexyl Hydroxystearate, Menthyl Lactate, Silica Dimethyl Silylate, 1,2-Hexanediol, Dextrin Palmitate, Dibutyl Lauroyl Glutamide, Dibutyl Ethylhexanoyl Glutamide, Fragrance, Polyglyceryl-2 Triisostearate, Calcium Sodium Borosilicate, Calcium Aluminum Borosilicate, Silica, Phloxine B, Titanium Dioxide, Sunset Yellow FCF, Tartrazine Red Oxide of Iron, Anemarrhena Asphodeloides Root Extract, Lithol Rubine BCA, Sweet Almond Oil, Tin Oxide",,,,,,True,,,,,,,,,
9723558789461.0,2025-07-02T16:33:59+02:00,PYUNKANG YUL,Kids & Baby Cream,P,15.35,21.9,8809486681978,Crème pour le visage et le corps,"Crème pour le visage et le corps qui apaise la peau avec des extraits de selaginella lepidophylla, de riz, de chèvrefeuille, de cica et d'armoise, et hydrate avec du beurre de karité, des huiles végétales, des céramides triples et cinq types d'acide hyaluronique.","Prenez une quantité modérée et appliquez-la sur votre peau avec vos mains (propres).
Tapotez doucement le produit sur la peau pour améliorer l'absorption.",400 ml,"Purified Water, Glycerine, Dipropylene Glycol, Cetearyl Alcohol, Butyrospermum Parkii (Shea) Butter, Caprylic/Capric Triglyceride, Ethylhexyl Palmitate, Helianthus Annuus (Sunflower) Seed Oil, Octyldodecanol, Polyglyceryl-3 Distearate, Dimethicone, Glyceryl Stearate, Butylene Glycol, Candelilla (Euphorbia cerfera) Wax, Sorbitan Sesquioleate, Cetearyl Glucoside, Caprylyl Glycol, Glyceryl Stearate Citrate, Microcrystalline Cellulose, Pentylene Glycol, Hydroxyacetophenone, Carbomer, Tromethamine, Cetyl Ethylhexanoate, Centella Asiatica Extract, Ethylhexylglycerin, Xanthan Gum, Cellulose Gum, Hydrogenated Lecithin, Disodium EDTA, Tocopherol, 1,2-Hexanediol, Allantoin, Argania Spinosa Kernel Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Persea Gratissima (Avocado) Oil, Panthenol, Glucose, Macadamia Ternifolia Seed Oil, Anastatica Hierochuntica Extract, Cholesterol, Brassica Campestris Sterols, Phytosteryl/Behenyl/Octyldodecyl Lauroyl Glutamate, Sodium Hyaluronate, Lonicera Japonica (Honeysuckle) Flower Extract, Polyglyceryl-10 Oleate, Artemisia Capillaris Extract, Ceramide NP, Potassium Cetyl Phosphate, Hydrolyzed Hyaluronic Acid, Hydroxypropyltrimonium Hyaluronate, Sodium Hyaluronate Crosspolymer, Sodium Acetylated Hyaluronate, Ceramide NS Ceramide EOP, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Nobilis (Mandarin Orange) Peel Oil, Citral, Limonene, Linalool",9,,,,,True,,,,,,,,,
9843368952149.0,2025-07-02T16:34:01+02:00,KWAILNARA,Milk Body Lotion - Coconut Milk,P,15.9,,8803348047636,Lotion qui contient de l'huile de noix de coco qui nourrit la peau sèche,Cette lotion corporelle hydrate la peau grâce à divers ingrédients d'origine naturelle. Contient de l'huile de noix de coco qui nourrit la peau sèche.,"Après avoir bien séché le corps après la douche, appliquez une quantité appropriée sur la peau et massez délicatement sur l'ensemble du corps de manière uniforme.",560 gr,"Water, Mineral Oil, Glycerin, Butylene Glycol, Caprylic/Capric Triglyceride, Phenoxyethanol, Dimethicone, Cetyl Alcohol, Citral, Arachidyl Alcohol, Sorbitan Sesquioleate, Carbomer, Behenyl Alcohol, Glyceryl Stearate, Fragrance, PEG-100 Stearate, Stearyl Alcohol, Arachidyl Glucoside, Potassium Hydroxide, Panthenol, Xanthan Gum, Myristyl Alcohol, Disodium EDTA, Benzyl Benzoate, Lauryl Alcohol, Limonene, Linalool, Hexyl Cinnamal, Prunus Persica (Peach) Fruit Extract, Honey Extract, Chlorphenesin, Glucose, Milk Protein Extract, Propolis Extract, Royal Jelly Extract",,,,,,True,,,True,,,,,,
9730308604245.0,2025-07-02T16:34:02+02:00,UNLEASHIA,Mood Shower Face Palette No. 100 Ballerina Shower,M,22.9,,8809647771456,Palette d'highlighter 5 teintes,"Que ce soit pour illuminer vos yeux, ajouter un touché de couleur aux joues ou ajouter un éclat subtil à votre teint, cette palette est un must-have pour toute routine de maquillage !","En tant que fard à paupières : Appliquez une ou plusieurs teintes sur les paupières pour un look lumineux et intense.
En tant que blush : Tapotez doucement les fards sur vos pommettes pour un teint frais et éclatant.
En tant qu'illuminateur : Utilisez les teintes les plus claires pour appliquer un léger éclat sur le haut des joues, l'arc de cupidon, et l'arête du nez.",,"[Tights] Calcium Titanium Borosilicate, Mica, Titanium Dioxide (CI 77891), Talc, Synthetic Fluorphlogopite, Phenyl Trimethicone, Triethylhexanoin, Zinc Stearate, Diisostearyl Malate, Bis-Behenyl/Isostearyl/Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate, Hydrogenated Polyisobutene, Methyl Methacrylate Crosspolymer, Nylon-12, Ethylhexylglycerin, Glyceryl Caprylate, Tin Oxide [Blue Beam] Calcium Titanium Borosilicate, Mica, Titanium Dioxide (CI 77891), Talc, Phenyl Trimethicone, Triethylhexanoin, Calcium Aluminum Borosilicate, Diisostearyl Malate, Zinc Stearate, Synthetic Fluorphlogopite, Bis-Behenyl/Isostearyl/Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate, Hydrogenated Polyisobutene, Nylon-12, Methyl Methacrylate Crosspolymer, Ethylhexylglycerin, Tin Oxide, Glyceryl Caprylate, Ferric Ferrocyanide (CI 77510), Iron Oxides (CI 77491) [Turn Out] Calcium Titanium Borosilicate, Calcium Aluminum Borosilicate, Mica, Talc, Phenyl Trimethicone, Titanium Dioxide (CI 77891), Triethylhexanoin, Diisostearyl Malate, Zinc Stearate, Bis-Behenyl/Isostearyl/Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate, Hydrogenated Polyisobutene, Methyl Methacrylate Crosspolymer, Nylon-12, Iron Oxides (CI 77491), Ethylhexylglycerin, Tin Oxide, Glyceryl Caprylate [Purple Stage] Calcium Titanium Borosilicate, Mica, Calcium Aluminum Borosilicate, Talc, Titanium Dioxide (CI 77891), Phenyl Trimethicone, Triethylhexanoin, Zinc Stearate, Diisostearyl Malate, Bis-Behenyl/Isostearyl/Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate, Hydrogenated Polyisobutene, Iron Oxides (CI 77491), Nylon-12, Methyl Methacrylate Crosspolymer, Synthetic Fluorphlogopite, Iron Oxides (CI 77499), Ethylhexylglycerin, Tin Oxide, Glyceryl Caprylate, Silica, CI 73360, Triethoxycaprylylsilane [Shadow Play] Mica, Calcium Titanium Borosilicate, Talc, Synthetic Fluorphlogopite, Calcium Aluminum Borosilicate, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Phenyl Trimethicone, Triethylhexanoin, Zinc Stearate, Diisostearyl Malate, Iron Oxides (CI 77499), Bis-Behenyl/Isostearyl/Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate, Hydrogenated Polyisobutene, Nylon-12, Methyl Methacrylate Crosspolymer, Ethylhexylglycerin, Glyceryl Caprylate, Tin Oxide",,,True,True,,True,,,,,,,,,
9730308669781.0,2025-07-02T16:34:02+02:00,UNLEASHIA,Mood Shower Face Palette No. 101 Ballerino Shower,M,22.9,,8809647771463,Palette d'highlighter 5 teintes,"Que ce soit pour illuminer vos yeux, ajouter un touché de couleur aux joues ou ajouter un éclat subtil à votre teint, cette palette est un must-have pour toute routine de maquillage !","En tant que fard à paupières : Appliquez une ou plusieurs teintes sur les paupières pour un look lumineux et intense.
En tant que blush : Tapotez doucement les fards sur vos pommettes pour un teint frais et éclatant.
En tant qu'illuminateur : Utilisez les teintes les plus claires pour appliquer un léger éclat sur le haut des joues, l'arc de cupidon, et l'arête du nez.",,"[Tights] Calcium Titanium Borosilicate, Mica, Titanium Dioxide (CI 77891), Talc, Synthetic Fluorphlogopite, Phenyl Trimethicone, Triethylhexanoin, Zinc Stearate, Diisostearyl Malate, Bis-Behenyl/Isostearyl/Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate, Hydrogenated Polyisobutene, Methyl Methacrylate Crosspolymer, Nylon-12, Ethylhexylglycerin, Glyceryl Caprylate, Tin Oxide [Blue Beam] Calcium Titanium Borosilicate, Mica, Titanium Dioxide (CI 77891), Talc, Phenyl Trimethicone, Triethylhexanoin, Calcium Aluminum Borosilicate, Diisostearyl Malate, Zinc Stearate, Synthetic Fluorphlogopite, Bis-Behenyl/Isostearyl/Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate, Hydrogenated Polyisobutene, Nylon-12, Methyl Methacrylate Crosspolymer, Ethylhexylglycerin, Tin Oxide, Glyceryl Caprylate, Ferric Ferrocyanide (CI 77510), Iron Oxides (CI 77491) [Turn Out] Calcium Titanium Borosilicate, Calcium Aluminum Borosilicate, Mica, Talc, Phenyl Trimethicone, Titanium Dioxide (CI 77891), Triethylhexanoin, Diisostearyl Malate, Zinc Stearate, Bis-Behenyl/Isostearyl/Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate, Hydrogenated Polyisobutene, Methyl Methacrylate Crosspolymer, Nylon-12, Iron Oxides (CI 77491), Ethylhexylglycerin, Tin Oxide, Glyceryl Caprylate [Purple Stage] Calcium Titanium Borosilicate, Mica, Calcium Aluminum Borosilicate, Talc, Titanium Dioxide (CI 77891), Phenyl Trimethicone, Triethylhexanoin, Zinc Stearate, Diisostearyl Malate, Bis-Behenyl/Isostearyl/Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate, Hydrogenated Polyisobutene, Iron Oxides (CI 77491), Nylon-12, Methyl Methacrylate Crosspolymer, Synthetic Fluorphlogopite, Iron Oxides (CI 77499), Ethylhexylglycerin, Tin Oxide, Glyceryl Caprylate, Silica, CI 73360, Triethoxycaprylylsilane [Shadow Play] Mica, Calcium Titanium Borosilicate, Talc, Synthetic Fluorphlogopite, Calcium Aluminum Borosilicate, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Phenyl Trimethicone, Triethylhexanoin, Zinc Stearate, Diisostearyl Malate, Iron Oxides (CI 77499), Bis-Behenyl/Isostearyl/Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate, Hydrogenated Polyisobutene, Nylon-12, Methyl Methacrylate Crosspolymer, Ethylhexylglycerin, Glyceryl Caprylate, Tin Oxide",,,True,True,,True,,,,,,,,,
9732486070613.0,2025-07-02T16:34:04+02:00,FRUDIA,Pomegranate Honey 3in1 Lip Balm,M,8.9,,8803348042525,"Baume à Lèvres Grenade et Miel 3-en-1






","Le baume FRUDIA Pomegranate Honey 3 in 1 hydrate, colore et adoucit les lèvres pour un soin complet.","Appliquer pour hydrater, protéger et ajouter une légère brillance aux lèvres.",10 gr,"Petrolatum, Hydrogenated Polyisobutene, Phytosteryl/Isostearyl/Cetyl/Stearyl/Behenyl Dimer Dilinoleate, Mentha Arvensis Leaf Oil(Limonene), Menthol, Diisostearyl Malate, Coco-Caprylate/Caprate, Mentha Viridis (Spearmint) Leaf Oil(Limonene), Aluminum Hydroxide, Butyrospermum Parkii (Shea) Butter, Punica Granatum Fruit Extract, Vitis Vinifera (Grape) Seed Oil, Prunus Armeniaca (Apricot) Kernel Oil, Water, 1,2-Hexanediol, Anemarrhena Asphodeloides Root Extract, Butylene Glycol, Solanum Lycopersicum (Tomato) Seed Oil, Punica Granatum Seed Oil, Mangifera Indica (Mango) Seed Oil, Citrus Paradisi (Grapefruit) Seed Oil, Tocopherol, Honey Extract, Zingiber Officinale (Ginger) Root Extract, Ethylhexylglycerin, Citric Acid, Phenoxyethanol, CI 73360",,,,,,True,,,,,,,,,
9738703929685.0,2025-07-02T16:34:04+02:00,UNLEASHIA,Oh! Happy Day Lip Pencil No.2 Keep Smile,M,12.9,,8809647771357,Un crayon à lèvres alliant précision et effet naturel,Un crayon à lèvres polyvalent qui offre une définition précise et naturelle aux contours et à la forme des lèvres.,"Tracez le contour de vos lèvres selon la forme souhaitée avec le produit.

Utilisez un pinceau ou le bout de vos doigts pour estomper les bords de manière naturelle.

Ajoutez de la couleur au centre de vos lèvres avec un encre à lèvres ou un rouge à lèvres.

Utilisez le Lip Pencil pour sculpter les lèvres et ajouter de la dimension.",,"Methyl Trimethicone, Silica, Trimethylsiloxysilicate, Synthetic Wax, Isononyl Isononanoate, Mica(CI 77019), Titanium Dioxide (CI 77891), Polypropylsilsesquioxane, Polyisobutene, Polyglyceryl-2 Triisostearate, Ceresin, Iron Oxide Yellow(CI 77492), Dimethicone, Yellow 6 (CI 15985), Polyhydroxystearic Acid, Lecithin, Acrylates/Stearyl Acrylate/Dimethicone Methacrylate Copolymer, Vp/Hexadecene Copolymer, Sorbitan Isostearate, Red 7 (CI 15850), Yellow 5 (CI 19140), Iron Oxide Black (CI 77499), Aluminum Hydroxide, Methicone, Iron Oxide Red (CI 77491)",,,True,True,,,,,,,,,,,
9732399333717.0,2025-07-02T16:34:05+02:00,FARMSTAY,Real Essence - Real Tea Tree,P,2.9,,8809809800352,"Masque hydratant, nourissant","Ces masques infusés d'essences nourrissantes offrent à votre peau une hydratation et une revitalisation en profondeur, selon ses besoins spécifiques.","Appliquez sur le visage propre, laissez agir pendant 10 à 15 minutes, puis retirez-le pour révéler une peau visiblement améliorée et revitalisée.",23 ml,"Water (Aqua), Glycerin, Propylene Glycol, Sodium Hyaluronate, Methylpropanediol, Phenoxyethanol, Polysorbate 80, Carbomer, Triethanolamine, Trehalose, Betaine, Allantoin, Xanthan Gum, Disodium EDTA, Fragrance (Parfum), Melaeluca Alternifolia (Tea tree) Leaf Extract (500ppm), Camellia Sinensis Leaf Extract, Hamamelis Virginiana (Witch Hazel) Extract, Centella Asiatica Extract, Chamomilla Recutita (Matricaria) Extract, Rosa Centifolia Flower Extract, Chlorphenesin, Alcohol.",5,,,,,True,,,,,,,,,
9717161984341.0,2025-07-02T16:34:06+02:00,AROMATICA,Soothing Aloe Aqua Cream,P,17.9,,8809151130091,Crème d'aloe et céramides pour hydrater et apaiser la peau,"Cette crème apaisante à 95 % d'aloe vera biologique hydrate, calme et soulage la peau après le bronzeage, une épilation au laser, ou une piqûre de moustique, tout en étant végétalienne.","Étalez suffisamment de crème pour hydrater le visage, le cou et le décolleté. Massez le produit avec un mouvement ascendant jusqu'à absorption. Attendez une minute avant d'appliquer le produit suivant.",150 gr,"*Aloe barbadensis leaf extract, Glycerin, Butylene glycol, Caprylic/capric triglyceride, Aqua, *Rosmarinus officinalis leaf Water, *Lavandula angustifolia water, 1,2-Hexanediol, Verbena officinalis extract, Rosmarinus officinalis leaf extract, Chamomilla recutita flower extract, Propanediol, Ethylhexylglycerin, Acrylates/c10-30 alkyl acrylate crosspolymer, Arginine, Polyglyceryl-3 methylglucose distearate, Hydrolyzed glycosaminoglycans, Ceramide NP, Tamarindus indica seed polysaccharide * CERTIFIED ORGANIC",9,,,True,True,,,,True,True,,,,,
