ID,updated_at,Vendor,Title,Type,Variant Price,Variant Compare Price,Variant Barcode,custom.mini_description,custom.moyenne_description,custom.utilisation,custom.taille,custom.ingredients,custom.routine,custom.info_bestseller,custom.info_cruelty_free,custom.info_vegan,custom.info_clean_beauty,custom.tout_type,custom.peau_grasse,custom.peau_mature,custom.peau_seche,custom.peau_sensible,custom.peau_acneique,custom.periode_mois,custom.texte_recyclage,Product ID,Variant ID
9815393993045.0,2025-06-14T03:51:31+02:00,UNLEASHIA,Babe Skin Baby Blue Cushion - 21N Fluffy,M,26.9,,8809647771487,Fond de teint multifonction,Le fond de teint cushion SPF 40 PA++ est donc un excellent choix pour celles et ceux qui souhaitent un maquillage naturel tout en profitant de soins de la peau et d’une protection solaire en une seule étape !,"Appliquez une petite quantité de fond de teint cushion sur l'éponge en forme de goutte d'eau. Tapotez doucement l'éponge sur votre visage en partant du centre et en l'étalant vers les bords.
Estompez bien autour des yeux, du nez et des lèvres pour obtenir un fini uniforme et naturel.",,,,,True,True,,True,,,,,,,,,
9717167161685.0,2025-06-14T04:27:38+02:00,TIRTIR,Mask Fit Red Cushion - 17C Porcelain,M,29.9,,8809679696444,Fond de teint coussin combinant maquillage et soin de la peau,"Le TIRTIR Mask Fit Red Cushion est donc une excellente option pour celles qui recherchent un fond de teint qui allie maquillage impeccable et soins nourrissants, tout en offrant un fini naturel et lumineux.","Tapotez légèrement l’éponge dans le cushion pour prélever une petite quantité de produit.
Appliquez en tapotant sur votre visage, en commençant par le centre et en étendant vers l’extérieur.
Superposez les couches si vous avez besoin de plus de couvrance ou de camoufler certaines imperfections.",,"Water, Cyclopentasiloxane, Titanium Dioxide (CI 77891), Trimethylsiloxysilicate, Propanediol, Diphenylsiloxy Phenyl Trimethicone, Methyl Trimethicone, Niacinamide, PEG-10 Dimethicone, Dimethicone, Isododecane, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, PEG/PPG-18/18 Dimethicone, Iron Oxides (CI 77492), 1,2-Hexanediol, Haematococcus Pluvialis Oil, Hibiscus Sabdariffa Flower Extract, Rosa Rugosa Flower Extract, Pancratium Maritimum Extract, Nymphaea Alba Flower Extract, Propolis Extract, Magnesium Sulfate, Octyldodecanol, Disteardimonium Hectorite, Aluminum Hydroxide, Stearic Acid, Polyhydroxystearic Acid, Triethoxycaprylylsilane, Alumina, Polyglyceryl-4 Isostearate, Neopentyl Glycol Diethylhexanoate, Isopropyl Titanium Triisostearate, Adenosine, Trisodium Ethylenediamine Disuccinate, Polymethyl Methacrylate, Butylene Glycol, Glycerin, Dipropylene Glycol, Sodium Palmitoyl Proline, Cetearyl Dimethicone/Vinyl Dimethicone Crosspolymer, Astaxanthin, Potassium Sorbate, Fragrance(Parfum), Iron Oxides (CI 77491), Iron Oxides (CI 77499)",,,,,,True,,,,,,,,,
9717168144725.0,2025-06-14T04:29:23+02:00,UNLEASHIA,Babe Skin Baby Cushion - Glass Pink - 21N Hyaline,M,26.9,,,Fond de teint multifonction,Le fond de teint cushion SPF 40 PA++ est donc un excellent choix pour celles et ceux qui souhaitent un maquillage naturel tout en profitant de soins de la peau et d’une protection solaire en une seule étape !,"Appliquez une petite quantité de fond de teint cushion sur l'éponge en forme de goutte d'eau.
Tapotez doucement l'éponge sur votre visage en partant du centre et en l'étalant vers les bords.
Estompez bien autour des yeux, du nez et des lèvres pour obtenir un fini uniforme et naturel.",,"Water, Titanium Dioxide (Ci 77891), Dimethicone, Isododecane, Caprylyl Methicone, Butylene Glycol, Silica, Hydrogenated Polyisobutene, Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone, Iron Oxides (Ci 77492), Trimethylsiloxysilicate, Niacinamide, Pentaerythrityl Tetraethylhexanoate, Phenyl Trimethicone, Octyldodecanol, 1,2-Hexanediol, Disteardimonium Hectorite, Cetyl Peg/Ppg-10/1 Dimethicone, Magnesium Sulfate, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Iron Oxides (Ci 77491), Synthetic Fluorphlogopite, Polyhydroxystearic Acid, Aluminum Hydroxide, Polyglyceryl-4 Isostearate, Dimethicone/Vinyl Dimethicone Crosspolymer, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Stearic Acid, Iron Oxides (Ci 77499), Alumina, Triethoxycaprylylsilane, Glyceryl Behenate/Eicosadioate, Tribehenin, Isopropyl Titanium Triisostearate, Lecithin, Ethylhexyl Palmitate, Isopropyl Myristate, Isostearic Acid, Adenosine, Trisodium Ethylenediamine Disuccinate, Polyglyceryl-3 Polyricinoleate, Neopentyl Glycol Diethylhexanoate, Cetearyl Alcohol, Tocopherol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate",,,True,True,,True,,,,,,,,,
9732486463829.0,2025-06-14T04:34:39+02:00,NATURE REPUBLIC,Argan Essential Deep Care Conditioner,C,19.9,,8806173468683,Après-shampoing hydratant et nourrissant pour cheveux abîmés,L’après-shampooing NATURE REPUBLIC Argan Essential vous permet de coiffer facilement vos cheveux tout en leur apportant les nutriments sans lesquels il est impossible d’avoir une belle chevelure saine.,"Pour un meilleur effet, utilisez en combinaison avec le shampooing de la même gamme. Appliquez sur des cheveux qui viennent d’être lavés au shampoing. Laissez agir quelques minutes, puis rincez bien. Utilisez régulièrement.",300 ml,"WATER, PROPYLENE GLYCOL, DIMETHICONE, GLYCERIN, BEHENTRIMONIUM CHLORIDE, BEHENTRIMONIUM METHOSULFATE, CETEARYL ALCOHOL, BIS(C13-15 ALKOXY) PG-AMODIMETHICONE, CETYL ALCOHOL, FRAGRANCE, BETAINE, PCA, ARGANIA SPINOSA (ARGAN) KERNEL OIL (300MG), ARGININE, LACTIC ACID, CREATINE, LAVANDULA ANGUSTIFOLIA (LAVENDER) EXTRACT, CITRUS AURANTIUM BERGAMIA (BERGAMOT) LEAF EXTRACT, MENTHA PIPERITA (PEPPERMINT) LEAF EXTRACT, FREESIA REFRACTA (FREESIA CORYMBOSA) EXTRACT, CHAMOMILLA RECUTITA (MATRICARIA) FLOWER EXTRACT, ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT, PHENOXYETHANOL, ROSA CANINA (DOG ROSE) FRUIT OIL, OENOTHERA BIENNIS (EVENING PRIMROSE) OIL.",,,,,,True,,,,,,,,,
9816376279381.0,2025-06-14T05:02:27+02:00,PETITFEE,Blackhead Melting Mask,P,1.9,,8809508850894,"Masque pour le nez
",Ce masque pour le nez aide à dissoudre les points noirs et les impuretés pour une peau douce et purifiée.,"Après le nettoyage, retirez l'eau du visage.
Sortez le masque et placez-le sur le nez, puis retirez-le après 10 à 15 minutes. Essuyez l'excès de sébum et rincez à l'eau tiède.","2,5 ml","Water, Hamamelis Virginiana (Witch Hazel) Water, Salvia Officinalis (Sage) Leaf Extract, Juniperus Communis Fruit Extract, Melissa Officinalis Leaf Extract, Arctium Majus Root Extract, Mentha Piperita (Peppermint) Leaf Extract, Butylene Glycol, Saponaria Officinalis Leaf Extract, Hypericum Perforatum Extract, 1,2-Hexanediol, Hydroxyacetophenone, Ethylhexylglycerin, Disodium EDTA, Dipotassium Glycyrrhizate, Glycerin, Polyglyceryl-10 Laurate, Polyglyceryl-10 Myristate, Mentha Piperita (Peppermint) Oil, Hamamelis Virginiana (Witch Hazel) Extract, Centella Asiatica Extract, Salicylic Acid, Portulaca Oleracea Extract, Salix Alba (Willow) Bark Extract",5,,,,,True,,,,,,,,,
9738538778965.0,2025-06-14T05:13:45+02:00,APIEU,Juicy-Pang Water Blusher #OR01 Apricot,M,8.9,,8809530069080,Blush liquide,"Le Juicy Pang Water Blusher est parfait pour celles qui recherchent un teint frais et rosé avec un fini naturel et lumineux. Sa texture légère, sa facilité d'application et sa pigmentation en font un must-have pour un maquillage rapide et facile.",Bien agiter avant utilisation. Appliquer une quantité modérée sur les joues à l’aide de l’applicateur fourni. Bien estomper avec le bout des doigts ou une éponge de maquillage.,,"Water, Cyclopentasiloxane, Alcohol Denat., Butylene Glycol, Cetyl Ethylhexanoate, Methyl Trimethicone, Talc, Glycerin, Pentylene Glycol, PEG-10 Dimethicone, Triethylhexanoin, Synthetic Fluorphlogopite, Prunus Avium (Sweet Cherry) Fruit Extract, Rosa Damascena (Rose) Flower Water, Citrus Aurantium Dulcis (Orange) Peel Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Camellia Oleifera (Tea-Oil Camellia) Seed Oil, Nigella Sativa (Black Cumin) Seed Oil, Punica Granatum (Pomegranate) Seed Oil, Rosa Canina (Dog Rose) Fruit Oil, Vitis Vinifera (Grape) Fruit Extract, Prunus Armeniaca (Apricot) Fruit Extract, Fragaria Ananassa (Strawberry) Fruit Extract, Prunus Persica (Peach) Fruit Extract, Methyl Methacrylate Crosspolymer, Polypropylsilsesquioxane, Trimethylsiloxysilicate, Magnesium Sulfate, Cetyl PEG/PPG-10/1 Dimethicone, Disteardimonium Hectorite, Dimethicone, Dimethicone Crosspolymer, Triethoxycaprylylsilane, Ethylhexylglycerin, 1,2-Hexanediol, Caprylyl Glycol, Octanediol, Disodium EDTA, Phenoxyethanol, Fragrance, Yellow Iron Oxide (CI 77492), Titanium Dioxide (CI 77891), Mica (CI 77019), Helindone Pink CN (CI 73360), Red Iron Oxide (CI 77491)",,,True,,,,,,,,,,,,
9717162639701.0,2025-06-14T07:11:40+02:00,BENTON,Skin Fit Mineral Sun Cream,P,21.9,,8809566991560,Crème solaire apaisante et illuminatrice qui réduit les imperfections,"La Skin Fit Mineral Sun Cream de Benton offre une protection solaire SPF 50+, apaisant et illuminant la peau tout en réduisant l'apparition des imperfections, le tout dans un emballage écologique.","C'est la dernière étape de votre routine de soins. Appliquez une couche uniforme sur l'ensemble du visage, du cou et du décolleté 20 à 30 minutes avant toute exposition au soleil. Renouvelez l'application toutes les deux heures pour assurer une protection optimale.
",50 ml,"Aqua (Water), Zinc Oxide(Nano), Cyclohexasiloxane, Butyloctyl Salicylate, Propanediol, Propylheptyl Caprylate, Isododecane, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Dicaprylyl Carbonate, Caprylyl Methicone, Niacinamide, Disteardimonium Hectorite, Hamamelis Virginiana (Witch Hazel) Extract, Magnesium Sulfate, Methyl Methacrylate Crosspolymer, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Triethoxycaprylylsilane, 1,2-Hexanediol, Polyglyceryl-2 Dipolyhydroxystearate, Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Glyceryl Caprylate, Calamine, Dipotassium Glycyrrhizate, Madecassoside, Inositol, Panthenol, Madecassic Acid, Asiaticoside, Asiatic Acid, Caprylyl Glycol, Ethylhexylglycerin, Adenosine, Rosmarinus Officinalis (Rosemary) Leaf Oil, Tocopherol, Butylene Glycol",10,,,True,,True,,,,,,,,,
9730308505941.0,2025-06-14T07:51:06+02:00,AXIS-Y,Glow Your Own Way Beauty Box,P,49.9,,8809634610997,Coffre beauté AXIS-Y,Coffret beauté de la marque AXIS-Y,"Après le nettoyage, vaporiser une quantité appropriée de toner sur la peau. Appliquer le sérum contour des yeux sur la zone des yeux et masser délicatement pour favoriser l’absorption. Appliquer le sérum éclat correcteur de taches sur l’ensemble du visage pour une peau lumineuse.",4 pièces,"
Major Ingredients:
[Toner] Water, Butylene Glycol, Niacinamide, Ethylhexyl Stearate, Caprylic/Capric Triglyceride, Cetyl Ethylhexanoate, Squalane, Glycerin, Sorbitan Stearate, Cetearyl Alcohol, 1,2-Hexanediol, Stearic Acid, Polysorbate, Panthenol, Ethylhexylglycerin, Sodium Ascorbyl Phosphate, Hydrogenated Olive Oil, Allantoin, Disodium EDTA, Sodium Hyaluronate, Hydroxypropyl Cyclodextrin, Brassica Oleracea Italica (Broccoli) Extract, Morus Alba Root Extract, Terminalia Ferdinandiana Fruit Extract, Phaseolus Radiatus Seed Extract, Canavalia Gladiata Seed Extract, Glycine Soja (Soybean) Seed Extract, Lens Esculenta (Lentil) Seed Extract, Ceratonia Siliqua (Carob) Seed Extract, Pueraria Lobata Root Extract, Lactobacillus Ferment Lysate, Chlorphenesin, Maltodextrin, Centella Asiatica Leaf Extract, Hippophae Rhamnoides Fruit Extract, Malpighia Glabra (Acerola) Fruit Extract, Melia Azadirachta Flower Extract, Ocimum Sanctum Leaf Extract, Melia Azadirachta Leaf Extract, Arginine, Adenosine, Phytosterols, Glutathione, Carbomer, Curcuma Longa (Turmeric) Root Extract, Corallina Officinalis Extract, Salix Alba (Willow) Bark Extract, Caprylyl Glycol, Hydroxypropyltrimonium Hyaluronate, Sodium Citrate, Ceramide NP, Polyglyceryl-10 Laurate, Citric Acid, Sodium Acetylated Hyaluronate, Hydrolyzed Hyaluronic Acid, Hyaluronic Acid, Cyanocobalamin, Sodium Hyaluronate Crosspolymer, Hydrolyzed Sodium Hyaluronate, Acetyl Octapeptide-3, Dipeptide-1, Tripeptide-2, Palmitoyl Dipeptide-7, Potassium Hyaluronate, Dipeptide-4 [Glow Serum] Water, Glycerin, Niacinamide, Sodium Hyaluronate, Propanediol, Erythritol, Butylene Glycol, Squalane, Oryza Sativa (Rice) Bran Extract, Calendula Officinalis Flower Extract, Carica Papaya (Papaya) Fruit Extract, Hippophae Rhamnoides Fruit Extract, Malpighia Emarginata(Acerola)Fruit Extract, Polyglyceryl-10 Laurate, Chlorphenesin, Arginine, Ethylhexylglycerin, Carbomer, Glutathione, 1,2-Hexanediol, Hydroxypropyl Cyclodextrin, Disodium EDTA, Hydroxyethylcellulose, Allantoin, Rosmarinus Officinalis (Rosemary) Leaf Oil [Eye Serum] Water, Methylpropanediol, Glycerin, 1,2-Hexanediol, Niacinamide, Butylene Glycol, Hydroxyethyl Acrylate/sodium Acryloyldimethyl Taurate Copolymer, C13-14 Alkane, Sodium Acrylic Acid/MA Copolymer, C15-23 Alkane, Ethylhexylglycerin, Collagen, Adenosine, Decyl Glucoside, Prunus Mume Fruit Extract, Limnanthes Alba (Meadowfoam) Seed Oil, Pyrus Malus (Apple) Fruit Extract, Carica Papaya (Papaya) Fruit Extract, Vitis Vinifera (Grape) Fruit Extract, Leuconostoc/Radish Root Ferment Filtrate, Hydrogenated Lecithin, Helianthus Annuus (Sunflower) Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Ulmus Davidiana Root Extract, Amaranthus Caudatus Seed Extract, Ficus Carica (Fig) Fruit Extract, Caprylyl Glycol, Centella Asiatica Extract, Polyglyceryl-10 Stearate, Ceramide NP, Sodium Hyaluronate, Tocopherol, Tripeptide-1, Palmitoyl Pentapeptide-4, Hydrolyzed Hyaluronic Acid, Hexapeptide-9, Copper Tripeptide-1, Acetyl Hexapeptide-8, Sodium Acetylated Hyaluronate",,,,,,,,,,,,,,,
9717159166293.0,2025-06-14T08:40:03+02:00,SKIN 1004,ZOMBIE BEAUTY - Witch Pack,P,17.9,,8809913830207,"Masque visage avec rincage, à effet désincrustant","Le Witch Pack SKIN1004 exfolie en douceur et purifie les pores, laissant la peau nette et lisse grâce à sa texture crémeuse.","Applique uniformément le masque sur ton visage à l'aide d'une brosse ou de tes mains. Laisse poser pendant 10 à 15 minutes, puis rince soigneusement à l'eau tiède.
",,"Eau, Kaolin, Eau de Feuille de Camellia Sinensis, Stéarate de Glycéryle SE, Bentonite, Glycérine, 1,2-Hexanediol, Polysorbate 20, Panthénol, Hydroxyacétophénone, Oxyde de Chrome Vert (CI 77288), Stéarate de Glycéryle, PEG-100 Stéarate, Gomme Xanthane, Silicate de Magnésium et d'Aluminium, Acide Lactique, Extrait de Feuille d'Aloe Barbadensis, Butylène Glycol, Extrait de Feuille de Camellia Sinensis, Parfum, Disodium EDTA, Phénoxyéthanol, Extrait de Centella Asiatica, Huile de Graine de Camellia Sinensis, Ethylhexylglycérine, Poudre de Feuille de Camellia Sinensis.
",5,,,True,,True,,,,,,,,,
9717159985493.0,2025-06-14T08:53:13+02:00,SKINFOOD,Black Sugar Mask Wash Off,P,13.9,,8809032673754,Masque exfoliant riche en sucre noir brésilien,"Le SKINFOOD Black Sugar Mask Wash Off exfolie en douceur, hydrate et nourrit la peau, laissant un teint lisse, lumineux et revitalisé grâce au sucre noir brésilien.","Après le nettoyage, appliquez le produit simultanément sur votre visage. Laissez poser pendant 10 à 15 minutes, puis rincez à l'eau tiède.",100 gr,"Saccharose, Peg-7 Glyceryl Cocoate, Glycérine, Cire d’Euphorbia Cerifera (Candelilla), Huile de graines de Macadamia Ternifolia, Triglycéride caprylique/caprique, Éthylhexanoate de cétyle, Lanoline, Hectorite de Stearalkonium, Beurre de Butyrospermum Parkii (Karité), Huile de graines de Limnanthes Alba (Meadowfoam), Caramel, laurate de sorbitan, acétate de tocophérol, éthylhexylglycérine, eau, parfum.",5,,,,,True,,,,,,,,,
9717378908501.0,2025-06-14T09:10:45+02:00,ETUDE,Dear Darling Water Gel Tint  Ice Cream - PK004,M,7.9,,8809668023817,Rouge à lèvre ultra hydratant,"Un produit qui combine soin et maquillage, avec en plus un packaging irrésistible, un vrai must-have pour vos lèvres !","Appliquez le rouge à lèvres avec l'applicateur.
Appliquez une première couche pour un fini naturel et léger.
Ajoutez plus de couches pour intensifier la couleur selon l’effet désiré.
Estompez avec vos doigts ou un pinceau pour un rendu encore plus doux et uniforme.",,"Water / Aqua / Eau, Glycerin, Glyceryl Polymethacrylate, Propanediol, Trehalose, Pentylene Glycol, 1,2-Hexanediol, Ammonium Acryloyldimethyltaurate/vp Copolymer, Tromethamine, Titanium Dioxide (Ci 77891), Polyacrylate-13, Glyceryl Caprylate, Polyglyceryl-10 Laurate , Carmine (Ci 75470), Fragrance / Parfum, Polyisobutene, Red 27 (Ci 45410), Butylene Glycol, Maltodextrin, Silica, Yellow 6 (Ci 15985), Punica Granatum Fruit Extract, Polysorbate 20, Sorbitan Isostearate, Alumina, Blue 1 ( Ci 42090), Phenoxyethanol, Sapindus Trifoliatus Fruit Extract.
",,,,,,True,,,,,,,,,
9717163852117.0,2025-06-14T09:28:50+02:00,BENTON,Snail bee Ultimate Hydrogel Eye Patch,P,23.9,,8809566990440,Patch en hydrogel à la mucine d'escargot et au venin d'abeille,"Les Snail Bee Eye Patches de Benton nourrissent, raffermissent et illuminent la peau grâce à la mucine d'escargot, le venin d'abeille et une combinaison d'ingrédients luxueux et anti-âge.","A l'aide de la spatule, posez les patchs sur le contour des yeux. Détendez-vous pendant 20 minutes - c'est votre moment ! Décollez les patchs et tapotez le sérum restant sur la paupière supérieure et l'arcade sourcilière.",60 pièces,"Water (Aqua), Glycerin, Dipropylene Glycol, Niacinamide, Carrageenan, Saccharomyces/Snail Secretion Filtrate Ferment Filtrate, Butylene Glycol, Charcoal Powder, Glucose, Potassium Chloride, Hydroxyethylcellulose, Diamond Powder, Propanediol, Sodium Hyaluronate, Pearl Powder, Citrus Unshiu Peel Extract, p-Anisic acid, Beta-Glucan, Gold, Levulinic acid, Melaleuca Alternifolia (Tea Tree) Leaf Water, Eucalyptus Globulus Leaf Extract, Althaea Rosea Flower Extract, Aloe Barbadensis Leaf Extract, Punica Granatum Fruit Extract, Porphyra Yezoensis Extract, Chlorella Vulgaris Extract, Laminaria Japonica Extract, Chamomilla Recutita (Matricaria) Flower Extract, Glycine Soja (Soybean) Phytoplacenta Extract, Camellia Sinensis Leaf Extract, Copper Tripeptide-1, Dextrin, Ceratonia Siliqua (Carob) Gum, Cyamopsis Tetragonoloba (Guar) Gum, Mica, Titanium dioxide, iron oxides, Panthenol, Arginine, Bee Venom(Apitoxin), Ethylhexylglycerin, Adenosine, 1,2-Hexanediol, Aniba Rosodora (Rosewood) Wood Oil.",8,,,,True,True,,,,,,,,,
9717159100757.0,2025-06-14T09:41:01+02:00,SKIN 1004,ZOMBIE BEAUTY - Zombie Pack & Activator Kit,P,32.9,,8809576260557,Set soins du visage,"Ce masque tout-en-un réduit les rides, améliore l'élasticité et lisse la peau, tout en traitant 9 problèmes cutanés grâce à ses ingrédients actifs puissants.",Ouvrez l’emballage et mélangez l’activateur et la poudre à l’aide du pinceau fourni. Appliquez soigneusement sur le visage avec le pinceau en évitant le contour des yeux et des lèvres. Rincez à l’eau tiède pendant 10 à 15 minutes après l’application.,,"Albumen, Zea Mays (Corn) Stach, Silica, Allantoin, Aloe Barbaensis Leaf Extract, Panthenol, Lavandula Angustifolia (Lavender) Oil, Propolis Extract, Fragrance, Benzyl Benzoate
ZOMBIE PACK ACTIVATOR
Water, Butylene Glycol, 1,2-Hexanediol, Niacinamide, Centella Asiatica Extract, Aloe Barbadensis Leaf Extract, Rosa Centifolia Flower Extract, Hippophae Rhamnoides Extract, Betula Alba Juice, Anastatica Hierochuntica Extract, Adenosine, Allantoin, Panthenol, Copper Tripeptide-1, Glycerin, Sodium PCA, Disodium EDTA, Arnica Montana Flower Extract, Echinacea Angustifolia Extract, Commiphora Mukul Resin Extract",5,,,,,True,,,,,,,,,
9717156806997.0,2025-06-14T09:45:46+02:00,MIXSOON,Centella Asiatica Toner,P,23.9,,8809732910111,Tonique visage purifiant tout type de peaux,"Le Mixsoon Centella Asiatica Toner apaise, équilibre et réhydrate les peaux sensibles, rouges ou sèches grâce aux bienfaits de la Centella Asiatica.","Après le nettoyage, verser une quantité modérée sur un coton. Passez plusieurs fois délicatement sur l'ensemble du visage. Tapoter légèrement du bout des doigts jusqu'à absorption complète.",300 ml,"EAU, BUTYLÈNE GLYCOL, 1,2-HEXANEDIOL, EXTRAIT DE CENTELLA ASIATICA",4,,,,,True,,,,,,,,,
9853580116309.0,2025-06-14T10:03:39+02:00,VT COSMETICS,Reedle Shot 300 2 Step Mask,P,4.9,,8803463006044,Masque en 2 étapes,Ce masque en 2 étapes qui aide à affiner la peau rugueuse et les cellules mortes pour un teint naturellement lisse.,"Après vous être lavé le visage le soir, appliquez une quantité appropriée de Reddle Shot (ÉTAPE 1) sur votre visage et répartissez-la sur toute la surface. Une fois le Reddle Shot (ÉTAPE 1) absorbé, ouvrez le masque Reedle Shot ( ÉTAPE 2) et appliquez-le sur la peau. Après 10 à 20 minutes de pose, retirez le masque et tapotez légèrement l'essence restante pour l'absorber.","1,5 gr + 25 gr","
Major Ingredients:
[Step 1] Water, Dipropylene Glycol, Glycerin, Niacinamide, Butylene Glycol, Macadamia Ternifolia Seed Oil, 1,2-Hexanediol, Ethylhexyl Palmitate, Silica, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Polyisobutene, Glycereth-26, Ethylhexylglycerin, Caprylyl Glycol, Adenosine, Sodium Polyacrylate, Centella Asiatica Extract, Sodium Hyaluronate, Caprylyl/Capryl Glucoside, Sorbitan Oleate, Xanthan Gum, Propolis Extract, Asiaticoside, Madecassoside, Madecassic Acid, Asiatic Acid, Glycine, Serine, Glutamic Acid, Aspartic Acid, Leucine, Alanine, Lysine, Arginine, Tyrosine, Phenylalanine, Threonine, Proline, Valine, Isoleucine, Histidine, Methionine, Cysteine [Step 2] Water, Butylene Glycol, Glycerin, Niacinamide, Isopentyldiol, Betaine, Dipropylene Glycol, 1,2-Hexanediol, Hydroxyacetophenone, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Ammonium Acryloyldimethyltaurate/VP Copolymer, Olea Europaea (Olive) Fruit Oil, Butyrospermum Parkii (Shea) Butter, Caprylic/Capric Triglyceride, Hydrogenated Lecithin, Squalane, Ethylhexylglycerin, Xanthan Gum, Adenosine, Sodium Polyacrylate, Disodium EDTA, Sorbitan Isostearate, Ceramide NP, Cholesterol, Phytosphingosine, Centella Asiatica Extract, Oleic Acid, Stearic Acid, Hydrolyzed Collagen, Silica, Sodium Hyaluronate, Tocopherol, Brassica Campestris (Rapeseed) Sterols, Asiaticoside, Asiatic Acid, Madecassic Acid, Madecassoside, Propolis Extract",5,,,,,True,,,,,,,,,
9717158969685.0,2025-06-14T10:17:58+02:00,MARY & MAY,Lemon Niacinamide Glow Wash Off Mask Pack,P,23.9,,8809670681593,"Masque purifiant, apaisant, hydratant et lissant","Le Mary&May Wash-Off Mask Pack purifie, apaise et hydrate la peau tout en régulant les pores grâce à l'argile de kaolin et de bentonite, pour un teint frais et lisse.","Après avoir nettoyé votre visage, appliquez doucement le masque sur tout le visage sec, en évitant les zones autour des yeux et de la bouche.
Massez légèrement en fonction de l'état de votre peau. Après 10 à 15 minutes, lorsque le masque est sec, rincez-le délicatement à l'eau tiède.
Appliquez une quantité suffisante du masque en une couche épaisse pour permettre aux principes actifs et à l'humidité d'être efficacement absorbés par la peau.",125 gr,"Aqua, kaolin, bentonite, illite, glycérine, 1,2-hexanediol, bétaïne, diheptanoate de néopentyl glycol, niacinamide, dipropylène glycol, propanediol, poudre d'écorce d'agrumes limon (citron), polyacrylate-13, gomme de xanthane, montmorillonite, 3-0- Acide éthylascorbique, éthylhexylalycérine, silicate d'aluminium et de magnésium, polyisobutène hydrogéné, parfum, laurate de polyglycéryle-10, palmitate d'éthylhexyle, EDTA disodique, isostéarate de sorbitan, butylèneglycol, quartz, tocophérol, extrait de fruit de Prunus persica (pêche), acide citrique, gluconolactone

",5,,,True,True,True,,,,,,,,,
9717168079189.0,2025-06-14T11:46:00+02:00,UNLEASHIA,Babe Skin Baby Cushion - Baby Blue - 17C Seraphic,M,26.9,,8809647771470,Fond de teint multifonction,Le fond de teint cushion SPF 40 PA++ est donc un excellent choix pour celles et ceux qui souhaitent un maquillage naturel tout en profitant de soins de la peau et d’une protection solaire en une seule étape !,"Appliquez une petite quantité de fond de teint cushion sur l'éponge en forme de goutte d'eau.
Tapotez doucement l'éponge sur votre visage en partant du centre et en l'étalant vers les bords.
Estompez bien autour des yeux, du nez et des lèvres pour obtenir un fini uniforme et naturel.",,"Water, Titanium Dioxide (Ci 77891), Dimethicone, Isododecane, Caprylyl Methicone, Butylene Glycol, Silica, Hydrogenated Polyisobutene, Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone, Iron Oxides (Ci 77492), Trimethylsiloxysilicate, Niacinamide, Pentaerythrityl Tetraethylhexanoate, Phenyl Trimethicone, Octyldodecanol, 1,2-Hexanediol, Disteardimonium Hectorite, Cetyl Peg/Ppg-10/1 Dimethicone, Magnesium Sulfate, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Iron Oxides (Ci 77491), Synthetic Fluorphlogopite, Polyhydroxystearic Acid, Aluminum Hydroxide, Polyglyceryl-4 Isostearate, Dimethicone/Vinyl Dimethicone Crosspolymer, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Stearic Acid, Iron Oxides (Ci 77499), Alumina, Triethoxycaprylylsilane, Glyceryl Behenate/Eicosadioate, Tribehenin, Isopropyl Titanium Triisostearate, Lecithin, Ethylhexyl Palmitate, Isopropyl Myristate, Isostearic Acid, Adenosine, Trisodium Ethylenediamine Disuccinate, Polyglyceryl-3 Polyricinoleate, Neopentyl Glycol Diethylhexanoate, Cetearyl Alcohol, Tocopherol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate",,,True,True,,True,,,,,,,,,
